"NomBan","NomAlb","NomGen","Estrellas"
"Insomnium","Since the Day It All Came Down","Death-Melodic","0"
"Insomnium","Winter's Gate","Death-Melodic","3"
"Iron Maiden","Brave New World","Heavy","0"
"Iron Maiden","Dance of Death","Heavy","0"
"Iron Maiden","Fear of the Dark","Heavy","1"
"Iron Maiden","Iron Maiden","Heavy","4"
"Iron Maiden","Iron Maiden","NWOBHM","5"
"Iron Maiden","Killers","Heavy","3"
"Iron Maiden","Killers","NWOBHM","5"
"Iron Maiden","Piece of Mind","Heavy","4"
"Iron Maiden","Piece of Mind","NWOBHM","2"
"Iron Maiden","Powerslave","Heavy","5"
"Iron Maiden","Powerslave","NWOBHM","2"
"Iron Maiden","Seventh Son of a Seventh Son","Heavy","3"
"Iron Maiden","Seventh Son of a Seventh Son","Progressive","2"
"Iron Maiden","Somewhere in Time","Heavy","3"
"Iron Maiden","The Number of the Beast","Heavy","5"
"Iron Maiden","The Number of the Beast","NWOBHM","5"
"ISIS","Celestial","Post-Metal","3"
"ISIS","Celestial","Sludge","2"
"ISIS","In the Absence of Truth","Experimental","0"
"ISIS","In the Absence of Truth","Post-Metal","3"
"ISIS","In the Absence of Truth","Sludge","0"
"ISIS","Oceanic","Post-Metal","5"
"ISIS","Oceanic","Sludge","4"
"ISIS","Panopticon","Experimental","1"
"ISIS","Panopticon","Post-Metal","5"
"ISIS","Panopticon","Sludge","4"
"ISIS","Wavering Radiant","Experimental","0"
"ISIS","Wavering Radiant","Post-Metal","2"
"ISIS","Wavering Radiant","Sludge","0"
"Jinjer","Cloud Factory","Death-Melodic","0"
"Jinjer","Cloud Factory","Groove","0"
"Jinjer","Cloud Factory","Metalcore","0"
"Jinjer","Cloud Factory","Progressive","0"
"Jinjer","King of Everything","Death-Melodic","1"
"Jinjer","King of Everything","Groove","1"
"Jinjer","King of Everything","Metalcore","0"
"Jinjer","King of Everything","Progressive","1"
"Jinjer","Macro","Death-Melodic","0"
"Jinjer","Macro","Groove","0"
"Jinjer","Macro","Metalcore","0"
"Jinjer","Macro","Progressive","0"
"Jinjer","Micro","Death-Melodic","0"
"Jinjer","Micro","Groove","0"
"Jinjer","Micro","Metalcore","0"
"Jinjer","Micro","Progressive","0"
"Judas Priest","British Steel","Heavy","4"
"Judas Priest","Defenders of the Faith","Heavy","2"
"Judas Priest","Killing Machine","Heavy","2"
"Judas Priest","Painkiller","Heavy","5"
"Judas Priest","Painkiller","Speed","4"
"Judas Priest","Sad Wings of Destiny","Heavy","3"
"Judas Priest","Screaming for Vengeance","Heavy","4"
"Judas Priest","Stained Class","Heavy","3"
"Judas Priest","Turbo","Electronic Rock","0"
"Judas Priest","Turbo","Glam","2"
"Judas Priest","Turbo","Heavy","0"
"Kamelot","Epica","Power","3"
"Kamelot","Epica","Progressive","0"
"Kamelot","Epica","Symphonic","0"
"Kamelot","Ghost Opera","Power","0"
"Kamelot","Ghost Opera","Progressive","0"
"Kamelot","Ghost Opera","Symphonic","0"
"Kamelot","Karma","Power","2"
"Kamelot","Karma","Symphonic","0"
"Kamelot","Silverthorn","Power","0"
"Kamelot","Silverthorn","Progressive","0"
"Kamelot","Silverthorn","Symphonic","0"
"Kamelot","The Black Halo","Power","5"
"Kamelot","The Black Halo","Progressive","1"
"Kamelot","The Black Halo","Symphonic","3"
"Katatonia","Brave Murder Day","Death.","0"
"Katatonia","Brave Murder Day","Doom","5"
"Katatonia","Brave Murder Day","Gothic","4"
"Katatonia","Dance of December Souls","Black.","0"
"Katatonia","Dance of December Souls","Death.","0"
"Katatonia","Dance of December Souls","Doom","2"
"Katatonia","Dance of December Souls","Gothic","2"
"Katatonia","Dead End Kings","Progressive","0"
"Katatonia","Last Fair Deal Gone Down","Alternative","0"
"Katatonia","Last Fair Deal Gone Down","Doom","2"
"Katatonia","Last Fair Deal Gone Down","Gothic","2"
"Katatonia","Last Fair Deal Gone Down","Rock","0"
"Katatonia","Night Is the New Day","Alternative","0"
"Katatonia","Night Is the New Day","Doom","0"
"Katatonia","Night Is the New Day","Gothic","0"
"Katatonia","Night Is the New Day","Progressive","0"
"Katatonia","The Fall of Hearts","Progressive","0"
"Katatonia","The Fall of Hearts","Rock","0"
"Katatonia","The Great Cold Distance","Alternative","1"
"Katatonia","The Great Cold Distance","Doom","1"
"Katatonia","The Great Cold Distance","Gothic","1"
"Katatonia","Tonight's Decision","Alternative","0"
"Katatonia","Tonight's Decision","Doom","0"
"Katatonia","Tonight's Decision","Gothic","0"
"Katatonia","Tonight's Decision","Rock","0"
"Katatonia","Viva Emptiness","Alternative","2"
"Katatonia","Viva Emptiness","Doom","1"
"Katatonia","Viva Emptiness","Gothic","2"
"Killswitch Engage","Alive or Just Breathing","Metalcore","5"
"Killswitch Engage","As Daylight Dies","Metalcore","5"
"Killswitch Engage","Atonement","Metalcore","0"
"Killswitch Engage","Disarm the Descent","Metalcore","2"
"Killswitch Engage","The End of Heartache","Metalcore","5"
"King Diamond","Abigail","Black.","1"
"King Diamond","Abigail","Extreme","0"
"King Diamond","Abigail","Heavy","1"
"King Diamond","Abigail","Power","0"
"King Diamond","Abigail","Speed","1"
"King Diamond","Conspiracy","Black.","0"
"King Diamond","Conspiracy","Extreme","0"
"King Diamond","Conspiracy","Heavy","0"
"King Diamond","Fatal Portrait","Black.","0"
"King Diamond","Fatal Portrait","Extreme","0"
"King Diamond","Fatal Portrait","Heavy","0"
"King Diamond","The Eye","Black.","0"
"King Diamond","The Eye","Extreme","0"
"King Diamond","The Eye","Heavy","0"
"King Diamond","Them","Black.","0"
"King Diamond","Them","Extreme","0"
"King Diamond","Them","Heavy","0"
"KISS","Animalize","Glam","0"
"KISS","Creatures of the Night","Glam","0"
"KISS","Creatures of the Night","Heavy","0"
"KISS","Destroyer","Hard","1"
"KISS","Destroyer","Heavy","1"
"KISS","Dressed to Kill","Hard","0"
"KISS","Dynasty","Disco","0"
"KISS","Dynasty","Hard","0"
"KISS","KISS","_Glam","0"
"KISS","KISS","Hard","0"
"KISS","KISS","Heavy","0"
"KISS","Lick It Up","Glam","4"
"KISS","Lick It Up","Hard","0"
"KISS","Lick It Up","Heavy","0"
"KISS","Love Gun","Hard","0"
"KISS","Love Gun","Heavy","0"
"KoRn","Follow the Leader","Alternative","3"
"KoRn","Follow the Leader","Nu","4"
"KoRn","Follow the Leader","Rap","0"
"KoRn","Issues","Alternative","0"
"KoRn","Issues","Nu","3"
"KoRn","Korn","Alternative","4"
"KoRn","Korn","Funk","0"
"KoRn","Korn","Groove","0"
"KoRn","Korn","Nu","5"
"KoRn","Korn","Rap","0"
"Korn","Life Is Peachy","Alternative","0"
"Korn","Life Is Peachy","Nu","2"
"KoRn","See You on the Other Side","Alternative","0"
"KoRn","See You on the Other Side","Industrial","0"
"KoRn","See You on the Other Side","Nu","0"
"KoRn","Take a Look in the Mirror","Alternative","0"
"KoRn","Take a Look in the Mirror","Groove","0"
"KoRn","Take a Look in the Mirror","Nu","0"
"KoRn","The Path of Totality","Alternative","0"
"KoRn","The Path of Totality","Dubstep","0"
"KoRn","The Path of Totality","Electronic","0"
"KoRn","The Path of Totality","Nu","0"
"KoRn","Untouchables","Alternative","0"
"KoRn","Untouchables","Nu","0"
"Korpiklaani","Karkelo","Folk","2"
"Korpiklaani","Korven Kuningas","Folk","2"
"Korpiklaani","Kulkija","Folk","0"
"Korpiklaani","Live at Masters of Rock","Folk","0"
"Korpiklaani","Manala","Folk","1"
"Korpiklaani","Noita","Folk","0"
"Korpiklaani","Spirit of the Forest","Folk","2"
"Korpiklaani","Tales Along This Road","Folk","4"
"Korpiklaani","Tervaskanto","Folk","2"
"Korpiklaani","Ukon Wacka","Folk","2"
"Korpiklaani","Voice of Wilderness","Folk","2"
"Kreator","Coma of Souls","Thrash.","1"
"Kreator","Endless Pain","Black.","0"
"Kreator","Endless Pain","Extreme","1"
"Kreator","Endless Pain","Thrash.","0"
"Kreator","Enemy of God","Thrash.","1"
"Kreator","Extreme Aggression","Extreme","1"
"Kreator","Extreme Aggression","Thrash.","4"
"Kreator","Gods of Violence","Thrash.","1"
"Kreator","Hordes of Chaos","Thrash.","0"
"Kreator","Outcast","Gothic","0"
"Kreator","Outcast","Industrial","0"
"Kreator","Outcast","Thrash.","0"
"Kreator","Phantom Antichrist","Thrash.","0"
"Kreator","Pleasure to Kill","Death.","0"
"Kreator","Pleasure to Kill","Extreme","3"
"Kreator","Pleasure to Kill","Thrash.","4"
"Kreator","Violent Revolution","Thrash.","1"
"Kvelertak","Kvelertak","Black.","1"
"Kvelertak","Kvelertak","Hard","1"
"Kvelertak","Kvelertak","Hardcore","0"
"Kvelertak","Kvelertak","Punk","0"
"Kvelertak","Meir","Black.","1"
"Kvelertak","Meir","Hardcore","0"
"Kvelertak","Meir","Heavy","0"
"Kvelertak","Meir","Punk","0"
"Kvelertak","Nattesferd","Black.","0"
"Kvelertak","Nattesferd","Heavy","0"
"Lacuna Coil","Black Anima","Gothic","0"
"Lacuna Coil","Black Anima","Metalcore","0"
"Lacuna Coil","Black Anima","Nu","0"
"Lacuna Coil","Comalies","Alternative","1"
"Lacuna Coil","Comalies","Gothic","3"
"Lacuna Coil","Dark Adrenaline","Alternative","0"
"Lacuna Coil","Dark Adrenaline","Gothic","0"
"Lacuna Coil","Karmacode","Gothic","1"
"Lacuna Coil","Karmacode","Nu","0"
"Lacuna Coil","Shallow Life","Alternative","0"
"Lacuna Coil","Shallow Life","Gothic","0"
"Lacuna Coil","Unleashed Memories","Gothic","2"
"Lamb of God","As the Palaces Burn","Death.","0"
"Lamb of God","As the Palaces Burn","Groove","4"
"Lamb of God","As the Palaces Burn","Metalcore","0"
"Lamb of God","Ashes of the Wake","Groove","5"
"Lamb of God","Ashes of the Wake","Metalcore","2"
"Lamb of God","Ashes of the Wake","Thrash.","0"
"Lamb of God","New American Gospel","Death.","0"
"Lamb of God","New American Gospel","Groove","4"
"Lamb of God","New American Gospel","Metalcore","0"
"Lamb of God","New American Gospel","Thrash.","0"
"Lamb of God","Resolution","Groove","4"
"Lamb of God","Resolution","Metalcore","0"
"Lamb of God","Resolution","Thrash.","0"
"Lamb of God","Sacrament","Groove","5"
"Lamb of God","Sacrament","Metalcore","2"
"Lamb of God","Sacrament","Thrash.","0"
"Lamb of God","VII: Sturm und Drang","Groove","3"
"Lamb of God","VII: Sturm und Drang","Thrash.","0"
"Lamb of God","Wrath","Groove","4"
"Lamb of God","Wrath","Metalcore","0"
"Lamb of God","Wrath","Thrash.","0"
"Leave's Eyes","King of Kings","Symphonic","0"
"Leave's Eyes","Lovelorn","Gothic","1"
"Leave's Eyes","Lovelorn","Symphonic","1"
"Leave's Eyes","Meredead","Folk","0"
"Leave's Eyes","Meredead","Symphonic","0"
"Leave's Eyes","Njord","Gothic","0"
"Leave's Eyes","Njord","Symphonic","0"
"Leave's Eyes","Sign of the Dragonhead","Symphonic","0"
"Leave's Eyes","Symphonies of the Night","Symphonic","0"
"Leave's Eyes","Vinland Saga","Symphonic","0"
"Leave's Eyes","Vinland Saga","Viking","0"
"Led Zeppelin","Led Zeppelin I","Blues","0"
"Led Zeppelin","Led Zeppelin I","Hard","0"
"Led Zeppelin","Led Zeppelin I","Heavy","0"
"Led Zeppelin","Led Zeppelin II","Blues","0"
"Led Zeppelin","Led Zeppelin II","Hard","0"
"Led Zeppelin","Led Zeppelin II","Heavy","1"
"Led Zeppelin","Led Zeppelin III","_Folk","0"
"Led Zeppelin","Led Zeppelin III","Blues","0"
"Led Zeppelin","Led Zeppelin III","Hard","0"
"Led Zeppelin","Led Zeppelin IV","Hard","0"
"Led Zeppelin","Led Zeppelin IV","Heavy","2"
"Led Zeppelin","Physical Graffiti","_Folk","0"
"Led Zeppelin","Physical Graffiti","Hard","0"
"Led Zeppelin","Physical Graffiti","Rock","0"
"Life of Agony","River Runs Red","Alternative","1"
"Life of Agony","River Runs Red","Groove","1"
"Life of Agony","Soul Searching Sun","Alternative","0"
"Life of Agony","Soul Searching Sun","Grunge","0"
"Life of Agony","Soul Searching Sun","Hard","0"
"Life of Agony","The Sound of Scars","Alternative","0"
"Life of Agony","Ugly","Alternative","0"
"Life of Agony","Ugly","Groove","0"
"Limp Bizkit","Chocolate Starfish and the Hot Dog Flavored Water","Nu","4"
"Limp Bizkit","Chocolate Starfish and the Hot Dog Flavored Water","Rap","0"
"Limp Bizkit","Gold Cobra","Nu","0"
"Limp Bizkit","Gold Cobra","Rap","0"
"Limp Bizkit","Results May Vary","Alternative","0"
"Limp Bizkit","Results May Vary","Nu","0"
"Limp Bizkit","Results May Vary","Rap","0"
"Limp Bizkit","Results May Vary","Rock","0"
"Limp Bizkit","Significant Other","Nu","3"
"Limp Bizkit","Significant Other","Rapcore","0"
"Limp Bizkit","Three Dollar Bill, Y'all","Nu","4"
"Limp Bizkit","Three Dollar Bill, Y'all","Rapcore","0"
"Linkin Park","Hybrid Theory","Alternative","3"
"Linkin Park","Hybrid Theory","Nu","5"
"Linkin Park","Hybrid Theory","Rap","1"
"Linkin Park","Hybrid Theory","Rock","0"
"Linkin Park","Living Things","Alternative","0"
"Linkin Park","Living Things","Electronic","0"
"Linkin Park","Living Things","Rap","0"
"Linkin Park","Living Things","Rock","0"
"Linkin Park","Meteora","Alternative","2"
"Linkin Park","Meteora","Nu","4"
"Linkin Park","Meteora","Rap","1"
"Linkin Park","Meteora","Rock","0"
"Linkin Park","Minutes to Midnight","Alternative","0"
"Linkin Park","Minutes to Midnight","Rap","0"
"Linkin Park","Minutes to Midnight","Rock","0"
"Linkin Park","Transformers: Revenge of the Fallen","Alternative","0"
"Linkin Park","Transformers: Revenge of the Fallen","Rock","0"
"Machine Head","Bloodstone & Diamonds","Groove","3"
"Machine Head","Bloodstone & Diamonds","Thrash.","0"
"Machine Head","Burn My Eyes","Groove","5"
"Machine Head","Burn My Eyes","Thrash.","0"
"Machine Head","Supercharger","Groove","0"
"Machine Head","Supercharger","Nu","0"
"Machine Head","The Blackening","Groove","5"
"Machine Head","The Blackening","Thrash.","1"
"Machine Head","The Burning Red","Groove","1"
"Machine Head","The Burning Red","Nu","2"
"Machine Head","The More Things Change...","Groove","3"
"Machine Head","The More Things Change...","Thrash.","0"
"Machine Head","Through the Ashes of Empires","Groove","4"
"Machine Head","Through the Ashes of Empires","Thrash.","0"
"Machine Head","Unto the Locust","Groove","4"
"Machine Head","Unto the Locust","Thrash.","0"
"Mägo de Oz","Finisterra","Celtic","0"
"Mägo de Oz","Finisterra","Folk","3"
"Mägo de Oz","Finisterra","Hard","0"
"Mägo de Oz","Finisterra","Heavy","0"
"Mägo de Oz","Gaia","Folk","0"
"Mägo de Oz","Gaia","Hard","0"
"Mägo de Oz","Gaia","Heavy","0"
"Mägo de Oz","Gaia","Symphonic","0"
"Mägo de Oz","Gaia II: La voz dormida","Folk","0"
"Mägo de Oz","Gaia II: La voz dormida","Hard","0"
"Mägo de Oz","Gaia II: La voz dormida","Heavy","0"
"Mägo de Oz","Gaia II: La voz dormida","Symphonic","0"
"Mägo de Oz","La leyenda de La Mancha","Celtic","0"
"Mägo de Oz","La leyenda de La Mancha","Folk","0"
"Mägo de Oz","La leyenda de La Mancha","Hard","0"
"Mägo de Oz","La leyenda de La Mancha","Heavy","0"
"Månegarm","Dödsfärd","Black.","0"
"Månegarm","Dödsfärd","Folk","0"
"Månegarm","Dödsfärd","Viking","0"
"Månegarm","Fornaldarsagor","Black.","0"
"Månegarm","Fornaldarsagor","Folk","0"
"Månegarm","Fornaldarsagor","Viking","0"
"Månegarm","Legions of the North","Black.","0"
"Månegarm","Legions of the North","Folk","0"
"Månegarm","Legions of the North","Viking","0"
"Månegarm","Månegarm","Black.","0"
"Månegarm","Månegarm","Folk","1"
"Månegarm","Månegarm","Viking","1"
"Månegarm","Nattväsen","Folk","0"
"Månegarm","Nattväsen","Viking","0"
"Månegarm","Vargstenen","Folk","0"
"Månegarm","Vargstenen","Viking","2"
"Månegarm","Vredens Tid - Age of Wrath","Black.","0"
"Månegarm","Vredens Tid - Age of Wrath","Folk","2"
"Månegarm","Vredens Tid - Age of Wrath","Viking","0"
"Manowar","Battle Hymn","Epic","0"
"Manowar","Battle Hymn","FW-Power","0"
"Manowar","Battle Hymn","Hard","0"
"Manowar","Battle Hymn","Heavy","0"
"Manowar","Battle Hymn","Power","0"
"Manowar","Fighting the World","Epic","0"
"Manowar","Fighting the World","FW-Power","0"
"Manowar","Fighting the World","Heavy","0"
"Manowar","Fighting the World","Power","0"
"Manowar","God of War","Epic","0"
"Manowar","God of War","FW-Power","0"
"Manowar","God of War","Heavy","0"
"Manowar","God of War","Power","0"
"Manowar","God of War","Symphonic","0"
"Manowar","Hail to England","Epic","0"
"Manowar","Hail to England","FW-Power","2"
"Manowar","Hail to England","Heavy","2"
"Manowar","Hail to England","Power","2"
"Manowar","Kings of Metal","Epic","0"
"Manowar","Kings of Metal","FW-Power","2"
"Manowar","Kings of Metal","Heavy","1"
"Manowar","Kings of Metal","Power","2"
"Manowar","Louder Than Hell","Epic","0"
"Manowar","Louder Than Hell","FW-Power","0"
"Manowar","Louder Than Hell","Heavy","0"
"Manowar","Louder Than Hell","Power","0"
"Manowar","Warriors of the World","Epic","0"
"Manowar","Warriors of the World","FW-Power","0"
"Manowar","Warriors of the World","Heavy","0"
"Manowar","Warriors of the World","Power","0"
"Marduk","Frontschwein","Black.","0"
"Marduk","Frontschwein","Extreme","0"
"Marduk","Heaven Shall Burn... When We Are Gathered","Black.","2"
"Marduk","Heaven Shall Burn... When We Are Gathered","Extreme","0"
"Marduk","Panzer Division Marduk","Black.","2"
"Marduk","Panzer Division Marduk","Extreme","1"
"Marduk","Plague Angel","Black.","0"
"Marduk","Plague Angel","Extreme","0"
"Marduk","Serpent Sermon","Black.","0"
"Marduk","Serpent Sermon","Extreme","0"
"Marduk","Those of the Unlight","Black.","0"
"Marduk","Those of the Unlight","Extreme","0"
"Marduk","Viktoria","Black.","0"
"Marduk","Viktoria","Extreme","0"
"Marilyn Manson","Antichrist Superstar","Alternative","3"
"Marilyn Manson","Antichrist Superstar","Industrial","5"
"Marilyn Manson","Holy Wood - In the Shadow of the Valley of Death","Alternative","2"
"Marilyn Manson","Holy Wood - In the Shadow of the Valley of Death","Gothic","0"
"Marilyn Manson","Holy Wood - In the Shadow of the Valley of Death","Hard","0"
"Marilyn Manson","Holy Wood - In the Shadow of the Valley of Death","Industrial","4"
"Marilyn Manson","Lest We Forget: The Best of","Alternative","0"
"Marilyn Manson","Lest We Forget: The Best of","Heavy","0"
"Marilyn Manson","Lest We Forget: The Best of","Industrial","0"
"Marilyn Manson","Mechanical Animals","Alternative","0"
"Marilyn Manson","Mechanical Animals","Electronic","0"
"Marilyn Manson","Mechanical Animals","Glam","0"
"Marilyn Manson","Mechanical Animals","Industrial","1"
"Marilyn Manson","Portrait of an American Family","Alternative","0"
"Marilyn Manson","Portrait of an American Family","Industrial","3"
"Marilyn Manson","Smells Like Children EP","Alternative","0"
"Marilyn Manson","Smells Like Children EP","Experimental","0"
"Marilyn Manson","Smells Like Children EP","Gothic","0"
"Marilyn Manson","Smells Like Children EP","Industrial","2"
"Marilyn Manson","The Golden Age of Grotesque","Alternative","0"
"Marilyn Manson","The Golden Age of Grotesque","Glam","0"
"Marilyn Manson","The Golden Age of Grotesque","Industrial","3"
"Marilyn Manson","The Pale Emperor","Alternative","0"
"Marilyn Manson","The Pale Emperor","Blues","0"
"Marilyn Manson","The Pale Emperor","Gothic","0"
"Marilyn Manson","The Pale Emperor","Hard","0"
"Marilyn Manson","The Pale Emperor","Industrial","0"
"Mastodon","Blood Mountain","Progressive","1"
"Mastodon","Blood Mountain","Sludge","5"
"Mastodon","Crack the Skye","Progressive","4"
"Mastodon","Crack the Skye","Sludge","4"
"Mastodon","Leviathan","Progressive","1"
"Mastodon","Leviathan","Sludge","5"
"Mastodon","Once More 'Round the Sun","Progressive","0"
"Mastodon","Once More 'Round the Sun","Sludge","0"
"Mastodon","Remission","Progressive","0"
"Mastodon","Remission","Sludge","3"
"Mastodon","The Hunter","Progressive","0"
"Mastodon","The Hunter","Sludge","2"
"Mayhem","De Mysteriis Dom Sathanas","Black.","5"
"Mayhem","De Mysteriis Dom Sathanas","Extreme","5"
"Mayhem","De Mysteriis Dom Sathanas","SW-Black","5"
"Mayhem","Deathcrush","Black.","3"
"Mayhem","Deathcrush","Extreme","2"
"Mayhem","Deathcrush","SW-Black","3"
"Megadeth","Countdown to Extinction","Heavy","1"
"Megadeth","Countdown to Extinction","Thrash.","1"
"Megadeth","Cryptic Writings","Heavy","0"
"Megadeth","Dystopia","Thrash.","1"
"Megadeth","Killing Is My Business... And Business Is Good!","Speed","4"
"Megadeth","Killing Is My Business... And Business Is Good!","Thrash.","1"
"Megadeth","Peace Sells… But Who Is Buying?","Speed","5"
"Megadeth","Peace Sells… But Who Is Buying?","Thrash.","5"
"Megadeth","Rust in Peace","Speed","5"
"Megadeth","Rust in Peace","Thrash.","5"
"Megadeth","So Far, So Good... So What!","Thrash.","1"
"Megadeth","Youthanasia","Heavy","1"
"Mercyful Fate","Don't Break the Oath","Black.","1"
"Mercyful Fate","Don't Break the Oath","Extreme","4"
"Mercyful Fate","Don't Break the Oath","FW-Black","1"
"Mercyful Fate","Don't Break the Oath","Heavy","1"
"Mercyful Fate","In the Shadows","Extreme","0"
"Mercyful Fate","In the Shadows","Heavy","0"
"Mercyful Fate","Melissa","Black.","1"
"Mercyful Fate","Melissa","Extreme","4"
"Mercyful Fate","Melissa","FW-Black","1"
"Mercyful Fate","Melissa","Heavy","1"
"Mercyful Fate","The Beginning","Extreme","0"
"Mercyful Fate","The Beginning","Heavy","0"
"Meshuggah","Catch Thirtythree","Avant-Garde","0"
"Meshuggah","Catch Thirtythree","Djent","3"
"Meshuggah","Catch Thirtythree","Extreme","1"
"Meshuggah","Catch Thirtythree","Progressive","1"
"Meshuggah","Chaosphere","Avant-Garde","0"
"Meshuggah","Chaosphere","Djent","2"
"Meshuggah","Chaosphere","Extreme","1"
"Meshuggah","Chaosphere","Groove","0"
"Meshuggah","Chaosphere","Progressive","2"
"Meshuggah","Destroy Erase Improve","Avant-Garde","0"
"Meshuggah","Destroy Erase Improve","Djent","4"
"Meshuggah","Destroy Erase Improve","Extreme","0"
"Meshuggah","Destroy Erase Improve","Progressive","1"
"Meshuggah","Koloss","Avant-Garde","0"
"Meshuggah","Koloss","Djent","2"
"Meshuggah","Koloss","Extreme","0"
"Meshuggah","Koloss","Progressive","0"
"Meshuggah","Nothing","Avant-Garde","0"
"Meshuggah","Nothing","Djent","4"
"Meshuggah","Nothing","Extreme","1"
"Meshuggah","Nothing","Groove","0"
"Meshuggah","Nothing","Progressive","0"
"Meshuggah","obZen","Avant-Garde","0"
"Meshuggah","obZen","Djent","5"
"Meshuggah","obZen","Extreme","3"
"Meshuggah","obZen","Progressive","1"
"Meshuggah","The Violent Sleep of Reason","Avant-Garde","0"
"Meshuggah","The Violent Sleep of Reason","Djent","3"
"Meshuggah","The Violent Sleep of Reason","Extreme","0"
"Meshuggah","The Violent Sleep of Reason","Progressive","0"
"Metallica","...And Justice for All","Progressive","0"
"Metallica","...And Justice for All","Thrash.","4"
"Metallica","Death Magnetic","Heavy","1"
"Metallica","Death Magnetic","Thrash.","0"
"Metallica","Kill 'Em All","Speed","5"
"Metallica","Kill 'Em All","Thrash.","5"
"Metallica","Master of Puppets","Speed","2"
"Metallica","Master of Puppets","Thrash.","5"
"Metallica","Metallica","Heavy","3"
"Metallica","Ride the Lightning","Speed","2"
"Metallica","Ride the Lightning","Thrash.","5"
"Ministry","Dark Side of the Spoon","Industrial","0"
"Ministry","Filth Pig","Alternative","0"
"Ministry","Filth Pig","Industrial","3"
"Ministry","Filth Pig","Sludge","0"
"Ministry","Rio Grande Blood","Industrial","2"
"Ministry","Rio Grande Blood","Thrash.","0"
"Ministry","The Land of Rape and Honey","Industrial","2"
"Ministry","The Mind Is a Terrible Thing to Taste","Industrial","5"
"Ministry","Twelve Inch Singles - 1981–1984","Industrial","0"
"Ministry","ΚΕΦΑΛΗΞΘ – Psalm 69","Alternative","2"
"Ministry","ΚΕΦΑΛΗΞΘ – Psalm 69","Industrial","5"
"Moonsorrow","Jumalten aika","Black.","0"
"Moonsorrow","Jumalten aika","Folk","3"
"Moonsorrow","Jumalten aika","Pagan","0"
"Moonsorrow","Kivenkantaja","Folk","5"
"Moonsorrow","Kivenkantaja","Pagan","0"
"Moonsorrow","Kivenkantaja","Viking","5"
"Moonsorrow","Suden uni","Folk","2"
"Moonsorrow","Suden uni","Pagan","0"
"Moonsorrow","Suden uni","Viking","0"
"Moonsorrow","Varjoina kuljemme kuolleiden maassa","Folk","3"
"Moonsorrow","Varjoina kuljemme kuolleiden maassa","Pagan","0"
"Moonsorrow","Verisäkeet","Folk","5"
"Moonsorrow","Verisäkeet","Pagan","0"
"Moonsorrow","Verisäkeet","Viking","2"
"Moonsorrow","Viides luku – Hävitetty","Folk","4"
"Moonsorrow","Viides luku – Hävitetty","Pagan","0"
"Moonsorrow","Viides luku – Hävitetty","Viking","3"
"Moonsorrow","Voimasta ja kunniasta","Folk","4"
"Moonsorrow","Voimasta ja kunniasta","Pagan","0"
"Moonsorrow","Voimasta ja kunniasta","Viking","5"
"Moonspell","Darkness and Hope","Gothic","0"
"Moonspell","Irreligious","Doom","0"
"Moonspell","Irreligious","Gothic","5"
"Moonspell","Memorial","Black-Melodic","0"
"Moonspell","Memorial","Death-Melodic","0"
"Moonspell","Memorial","Doom","0"
"Moonspell","Memorial","Gothic","0"
"Moonspell","Night Eternal","Black-Melodic","0"
"Moonspell","Night Eternal","Death-Melodic","0"
"Moonspell","Night Eternal","Gothic","2"
"Moonspell","The Antidote","Gothic","0"
"Moonspell","Wolfheart","Black.","0"
"Moonspell","Wolfheart","Extreme","1"
"Moonspell","Wolfheart","Folk","3"
"Moonspell","Wolfheart","Gothic","4"
"Morbid Angel","Abominations of Desolation","Death.","0"
"Morbid Angel","Abominations of Desolation","Extreme","0"
"Morbid Angel","Altars of Madness","Death.","5"
"Morbid Angel","Altars of Madness","Extreme","5"
"Morbid Angel","Blessed Are the Sick","Death.","4"
"Morbid Angel","Blessed Are the Sick","Extreme","3"
"Morbid Angel","Covenant","Death.","4"
"Morbid Angel","Covenant","Extreme","3"
"Morbid Angel","Domination","Death.","2"
"Morbid Angel","Domination","Extreme","1"
"Morbid Angel","Gateways to Annihilation","Death.","0"
"Morbid Angel","Gateways to Annihilation","Extreme","0"
"Motionless in White","Creatures","Gothic","1"
"Motionless in White","Creatures","Metalcore","1"
"Motionless in White","Disguise","Gothic","0"
"Motionless in White","Disguise","Industrial","0"
"Motionless in White","Disguise","Metalcore","0"
"Motionless in White","Disguise","Nu","0"
"Motionless in White","Graveyard Shift","Gothic","0"
"Motionless in White","Graveyard Shift","Industrial","1"
"Motionless in White","Graveyard Shift","Metalcore","1"
"Motionless in White","Graveyard Shift","Nu","0"
"Motionless in White","Infamous","Gothic","0"
"Motionless in White","Infamous","Industrial","0"
"Motionless in White","Infamous","Metalcore","0"
"Motionless in White","Reincarnate","Gothic","0"
"Motionless in White","Reincarnate","Industrial","0"
"Motionless in White","Reincarnate","Metalcore","0"
"Motionless in White","When Love Met Destruction","Gothic","0"
"Motionless in White","When Love Met Destruction","Metalcore","0"
"Mötley Crüe","Dr. Feelgood","FW-Glam","5"
"Mötley Crüe","Dr. Feelgood","Glam","5"
"Mötley Crüe","Dr. Feelgood","Hard","0"
"Mötley Crüe","Girls, Girls, Girls","FW-Glam","3"
"Mötley Crüe","Girls, Girls, Girls","Glam","3"
"Mötley Crüe","Girls, Girls, Girls","Heavy","0"
"Mötley Crüe","Shout at the Devil","FW-Glam","5"
"Mötley Crüe","Shout at the Devil","Glam","5"
